province,year,carbon_intensity,digital_finance,gdp_per_capita,industrial_structure,urbanization,government_intervention,innovation,energy_structure,gdp_nominal,gdp_index_previous_year_100,gdp_real,population,urban_population,secondary_industry,fiscal_expenditure,carbon_emissions_mt,patent_grants,coal_related_tce,total_energy_tce
山西,2020,10.410752303844882,325.7269511290497,5.298010939855761,0.40874156031797476,0.625214899713467,0.280775379476671,8.002359546252707,0.47348544786596924,18202.7,103.7,18490.058180096607,3490.0,2182.0,7440.2,5110.87,1924.9541579666668,2987,7305.5708125,15429.3460241
山西,2021,10.380558734351931,359.7012077326922,5.81267920949014,0.4717859648818857,0.6341954022988506,0.2185838408163619,8.272826003650401,0.46739488331630946,23087.8,109.4,20228.12364902569,3480.0,2207.0,10892.5,5046.62,2099.7922562444446,3915,7475.3466635,15993.6424859
山西,2022,10.643610087127474,366.0658054686331,6.066693791893944,0.4937824520917468,0.6394714162596955,0.2290747353156721,8.522578663692576,0.40739618107003944,25653.2,104.4,21118.16108958282,3481.0,2226.0,12667.1,5876.5,2247.7347239466662,5026,6761.631196,16597.1884622
内蒙古,2011,7.705040266436367,28.89,3.8910121457489875,0.4207766262954177,0.5704453441295546,0.31102613726224665,5.8998973535824915,0.5380116357321074,9610.8,113.7,9610.8,2470.0,1409.0,4044.0,2989.21,740.5160099266664,364,7306.0717460000005,13579.7653076
内蒙古,2012,7.419806667886036,91.68,4.313938636363636,0.42801417439772915,0.5840097402597403,0.3220248333944299,6.345636360828596,0.5248561715813769,10638.9,110.6,10629.544799999998,2464.0,1439.0,4553.6,3425.99,788.6916738363333,569,6878.438760664549,13105.378450519132
内蒙古,2013,6.783120177035342,146.59,4.70644203568228,0.4203834301547705,0.5983706720977596,0.31821767991091854,6.309918278226516,0.5360228381427086,11584.9,108.7,11554.315197599999,2455.0,1469.0,4870.1,3686.52,783.7430854866665,549,7150.4400825,13339.8048995
内蒙古,2014,6.465013481482267,172.56,5.090692567664516,0.413208050220969,0.6096365863617803,0.31347547526520325,6.129050210060545,0.5155902155192319,12377.3,107.9,12467.106098210399,2449.0,1493.0,5114.4,3879.98,806.0000900000002,458,6881.394506999999,13346.635176290149
内蒙古,2015,5.619247652957152,214.55,5.497789410522291,0.4034005220972693,0.6209016393442623,0.32558046958132697,6.682108597449809,0.5247591819771779,13062.7,107.6,13414.60616167439,2440.0,1515.0,5269.5,4252.96,753.7999418933337,797,7316.663288499999,13942.8971227
内蒙古,2016,5.267158047757177,229.9258763150416,5.881280533936063,0.4020318466748325,0.6338259441707718,0.3251466243965704,6.77078942390898,0.5206769351862526,13879.0,106.8,14326.799380668248,2436.0,1544.0,5579.8,4512.71,754.615166564893,871,7448.561810159493,14305.534404928172
内蒙古,2017,5.13476207169158,258.5040157651248,6.124073718000402,0.39135503900758833,0.6461159062885327,0.3017961478757354,6.744059186311348,0.4773889526031127,15009.9,104.0,14899.871355894978,2433.0,1572.0,5874.2,4529.93,765.0729431133333,848,6819.520972699999,14285.041443699998
内蒙古,2018,5.471078540847719,271.5666079300939,6.4717855765489345,0.3898012047080828,0.6552436003303055,0.2972675645577097,6.762729506931879,0.48901484890697033,16252.9,105.2,15674.664666401519,2422.0,1587.0,6335.4,4831.46,857.5732149133332,864,8161.1565385,16688.9748987
