,count,mean,std,min,25%,50%,75%,max
carbon_intensity,360.0,2.2101458865686623,2.1738248850878144,0.1979804812777308,0.8577882529084022,1.444602377811718,2.5142663035990873,11.42301824377699
digital_finance,360.0,243.92761656630518,107.63992807707238,18.33,165.53,255.9305905242993,330.6968790922597,460.6908552828697
gdp_per_capita,360.0,5.578749647950525,2.6796784612083995,1.612039660056657,3.740551184047786,4.927262045579462,6.539559105478818,15.899590629665552
industrial_structure,360.0,0.396282496651138,0.08015889700071822,0.1532272307005059,0.3625548922972299,0.4033222904714939,0.4497482028745513,0.6133701647418015
urbanization,360.0,0.6011875845186069,0.12056373909637662,0.3504249291784702,0.5176343024498258,0.5875580345902133,0.6610545114664352,0.8958333333333334
government_intervention,360.0,0.25411503955904574,0.10903454699162496,0.104928370690246,0.18400992346413028,0.22698727283349124,0.30825554396500315,0.7487886814393694
innovation,360.0,8.34421188714464,1.454684345114739,4.262679877041316,7.3638917043416745,8.361448373009784,9.354136827636632,11.65339150723496
energy_structure,360.0,0.3319165519908014,0.13443602287609266,0.0058650797831426,0.2385983427688099,0.33693704961777754,0.4338707971078969,0.6483286028703624
